# tag,kind -- 细分分类（大类/子类），未列出 = 未分类；改规则请改 _dev_tests/_gen_tag_kind.py 重跑
gold_wrist_cuffs,person/body
goldeen_(cosplay),style/medium
golden_apple,object/food
golden_armlet,clothing/accessory
golden_arms,person/body
golden_axe_(weapon),object/weapon
golden_bough_(project_moon),scene/sky
golden_collar,clothing/accessory
golden_cross_(elden_ring),clothing/accessory
golden_dawn_(emblem),scene/sky
golden_ear_ring,clothing/accessory
golden_egg,object/food
golden_egg_(splatoon),object/food
golden_gate_bridge,scene/outdoor
golden_gun,object/weapon
golden_high_heels,clothing/footwear
golden_oaks_library,scene/indoor
golden_pussy,sex/body
golden_shrimp_balls_(genshin_impact),object/toy
golden_sword,object/weapon
golden_week_bikini,clothing/whole
goldion_hammer,object/tool
golem_(d.gray_man),person/count
golf_bag,clothing/accessory
golf_ball,object/toy
golshi's_first_place_pose,expression/pose
goo_bondage,sex/gear
goo_connected_lips,person/body
goo_hair,person/hair
goo_in_ass,person/body
goo_in_mouth,person/body
goo_penetration,sex/act
goo_penis,sex/body
goo_suit,clothing/whole
goo_tentacles,sex/gear
good_ass_day,person/body
good_boy,person/count
good_boy_(phrase),person/count
good_breasts_day,person/body
good_clean_married_sex,sex/act
good_girl,person/count
good_girl_(phrase),person/count
good_meat_day,scene/sky
good_thighs_day,person/body
good_twins_day,person/count
goofy_smile,expression/face
googie_aesthetic,style/quality
google_maps,object/tool
google_street_view,scene/outdoor
googly_eyes,person/eyes
gordon_freeman_(cosplay),style/medium
gore_focus,camera/framing
gorilla_boy,person/count
goryoukan_academy_uniform,clothing/whole
goth_boots,clothing/footwear
gothic_plate_armor,clothing/accessory
gotland_(kancolle)_(cosplay),style/medium
gotoh_hitori_(cosplay),style/medium
gotouge_koyoharu_(style),style/medium
gouged_eye,person/eyes
gourd_bottle,object/food
gown,clothing/whole
grabbed_breast_over_shoulder,person/body
grabbed_by_tentacles,sex/gear
grabber_tool,object/tool
grabbing_another's_ankles,person/body
grabbing_another's_arm,person/body
grabbing_another's_ass,person/body
grabbing_another's_belly,person/body
grabbing_another's_breast,person/body
grabbing_another's_chin,person/body
grabbing_another's_dress,clothing/whole
grabbing_another's_ear,person/body
grabbing_another's_face,person/body
grabbing_another's_hair,person/hair
grabbing_another's_hand,person/body
grabbing_another's_head,person/body
grabbing_another's_leg,person/body
grabbing_another's_penis,sex/body
grabbing_another's_shirt,clothing/top
grabbing_another's_shoulder,person/body
grabbing_another's_skirt,clothing/bottom
grabbing_another's_stomach,person/body
grabbing_another's_thigh,person/body
grabbing_another's_thighs,person/body
grabbing_another's_twintails,person/hair
grabbing_arms,person/body
grabbing_belly,person/body
grabbing_both_ankles,person/body
grabbing_both_breasts,person/body
grabbing_both_cheeks,person/body
grabbing_both_ears,person/body
grabbing_both_knees,person/body
grabbing_both_legs,person/body
grabbing_both_thighs,person/body
grabbing_chest,person/body
grabbing_face,person/body
grabbing_from_behind,camera/angle
grabbing_hair,person/hair
grabbing_hand,person/body
grabbing_head,person/body
grabbing_hips,person/body
grabbing_neck,person/body
grabbing_own_ankles,person/body
grabbing_own_arm,person/body
grabbing_own_ass,person/body
grabbing_own_breast,person/body
grabbing_own_butt,person/body
grabbing_own_flat_chest,person/body
grabbing_own_hair,person/hair
grabbing_own_leg,person/body
grabbing_own_penis,sex/body
grabbing_own_stomach,person/body
grabbing_own_thigh,person/body
grabbing_raised_legs,person/body
grabbing_shoulders,person/body
grabbing_tentacle,sex/gear
grabbing_thighs,person/body
grabbing_waist,person/body
grabbing_wrist,person/body
grabbing_wrists,person/body
grabby_hands,person/body
gracidea_flower,scene/nature
graded_belly,person/body
graded_dildo,sex/gear
graded_penis,sex/body
gradient,style/color
gradient_arms,style/color
gradient_ascot,style/color
gradient_background,style/color
gradient_bikini,style/color
gradient_body,style/color
gradient_boots,style/color
gradient_border,style/color
gradient_bow,style/color
gradient_bowtie,style/color
gradient_cape,style/color
gradient_clothes,style/color
gradient_clothing,style/color
gradient_coat,style/color
gradient_dress,style/color
gradient_ears,style/color
gradient_eyes,style/color
gradient_feathers,style/color
gradient_filter,style/color
gradient_flower,style/color
gradient_footwear,style/color
gradient_fur,style/color
gradient_gloves,style/color
gradient_hair,style/color
gradient_halo,style/color
gradient_hat,style/color
gradient_hiphighs,style/color
gradient_hoodie,style/color
gradient_horn,style/color
gradient_horns,style/color
gradient_jacket,style/color
gradient_kimono,style/color
gradient_legs,style/color
gradient_legwear,style/color
gradient_leotard,style/color
gradient_limbs,style/color
gradient_markings,style/color
gradient_nails,style/color
gradient_neck_ribbon,style/color
gradient_neckerchief,style/color
gradient_necktie,style/color
gradient_outline,style/color
gradient_pants,style/color
gradient_pantyhose,style/color
gradient_penis,style/color
gradient_ribbon,style/color
gradient_sarong,style/color
gradient_scales,style/color
gradient_scarf,style/color
gradient_shadow,style/color
gradient_shirt,style/color
gradient_skin,style/color
gradient_skirt,style/color
gradient_sky,style/color
gradient_sleeves,style/color
gradient_sweater,style/color
gradient_swimsuit,style/color
gradient_tail,style/color
gradient_text,style/quality
gradient_thighhighs,style/color
gradient_tinted_eyewear,style/color
gradient_tongue,style/color
gradient_wings,style/color
graduation_cap,clothing/head
graduation_robe,clothing/whole
grady_sisters_(the_shining)_(cosplay),style/medium
graf_zeppelin_(kancolle)_(cosplay),style/medium
graffiti_on_wall,scene/outdoor
granblue_fantasy_(style),style/medium
grand_piano,object/tool
grandfather_clock,object/tool
grape,object/food
grape_hair_ornament,clothing/head
grape_hat_ornament,clothing/head
grape_hyacinth,object/food
grape_juice,object/food
grape_print,object/food
grape_stomping,object/food
grape_vine,object/food
grapes,object/food
graph_paper,object/tool
graphia_academy_school_uniform,clothing/whole
graphics_card,object/tool
grass,scene/nature
grass_block,scene/nature
grass_field,scene/outdoor
grass_hair,person/hair
grass_plain,scene/nature
grass_root_youkai_network,scene/nature
grass_skirt,clothing/bottom
grass_type_theme_(pokemon),scene/nature
graveyard,scene/outdoor
gravity_gun,object/weapon
gravity_suit_(metroid),clothing/whole
gravure_swimsuit_(idolmaster),clothing/whole
great_ball,object/toy
great_lungmen_logo,style/quality
great_rune_(elden_ring),clothing/accessory
great_wall_of_china,scene/outdoor
grecale_(kancolle)_(cosplay),style/medium
greco_roman_clothes,clothing/other
greek_armor,clothing/accessory
greek_clothing,clothing/other
greek_flag,object/tool
greek_helmet,clothing/head
greek_painting_style,style/medium
greek_toe,person/body
green_anus,sex/body
green_apple,object/food
green_apron,clothing/whole
green_areola,sex/body
green_arm,person/body
green_arm_warmers,person/body
green_armor,clothing/accessory
green_arms,person/body
green_back,person/body
green_background,scene/background
green_backpack,clothing/accessory
green_bag,clothing/accessory
green_balls,object/toy
green_baseball_cap,clothing/head
green_belly,person/body
green_belt,clothing/accessory
green_beret,clothing/head
green_bikini,clothing/whole
green_bikini_bottom,clothing/whole
green_bikini_top,clothing/whole
green_blanket,object/other
green_blindfold,clothing/head
green_blush,expression/face
green_bodysuit,clothing/whole
green_book,object/tool
green_boots,clothing/footwear
green_border,camera/framing
green_bow,clothing/head
green_bow_tie,clothing/head
green_bowtie,clothing/accessory
green_bra,clothing/top
green_breasts,person/body
green_bridal_gauntlets,clothing/accessory
green_brooch,clothing/accessory
green_butt,person/body
green_camisole,clothing/top
green_cap,clothing/head
green_cape,clothing/top
green_cardigan,clothing/top
green_chair,object/other
green_chastity_cage,object/tool
green_cheeks,person/body
green_chest,person/body
green_choker,clothing/accessory
green_cloak,clothing/top
green_clothing,clothing/other
green_coat,clothing/top
green_collar,clothing/accessory
green_condom,sex/gear
green_crop_top,clothing/top
green_crown,clothing/head
green_cum,sex/act
green_curtains,object/other
green_dildo,sex/gear
green_dress,clothing/whole
green_dress_shirt,clothing/whole
green_ear_piercing,person/body
green_ear_ring,clothing/accessory
green_ear_tips,person/body
green_earrings,clothing/accessory
green_ears,person/body
green_egg,object/food
green_elbow_gloves,clothing/accessory
green_eyebrows,person/eyes
green_eyelashes,person/eyes
green_eyelids,person/eyes
green_eyes,person/eyes
green_eyeshadow,person/eyes
green_face,person/body
green_facial_hair,person/hair
green_feather_hair,person/hair
green_feet,person/body
green_finger_claws,person/body
green_fingerless_gloves,clothing/accessory
green_fingernails,person/body
green_fingers,person/body
green_flag,object/tool
green_flower,scene/nature
green_freckles,person/body
green_glasses,clothing/accessory
green_gloves,clothing/accessory
green_goggles,clothing/accessory
green_grass,scene/nature
green_hair,person/hair
green_hair_ornament,clothing/head
green_hair_tie,person/hair
green_hairband,clothing/head
green_hands,person/body
green_hanfu,clothing/whole
green_hat,clothing/head
green_head,person/body
green_headband,clothing/head
green_headphones,object/tool
green_helmet,clothing/head
green_high_heels,clothing/footwear
green_hill_zone,scene/nature
green_hood,clothing/head
green_hoodie,clothing/top
green_inner_ear,person/body
green_inner_ear_fluff,person/body
green_inner_pussy,sex/body
green_jacket,clothing/top
green_jewelry,clothing/accessory
green_jumpsuit,clothing/whole
green_kimono,clothing/whole
green_latex,clothing/other
green_leaf,scene/nature
green_leash,sex/gear
green_leaves,scene/nature
green_leg_warmers,person/body
green_leggings,clothing/bottom
green_legs,person/body
green_leotard,clothing/whole
green_lightning,scene/sky
green_lips,person/body
green_makeup,person/eyes
green_male_swimwear,person/count
green_male_underwear,person/count
green_mask,clothing/head
green_moon,scene/sky
green_mouth,person/body
green_neck,person/body
green_neckerchief,clothing/accessory
green_necklace,clothing/accessory
green_necktie,clothing/accessory
green_nightgown,clothing/whole
green_nose,person/body
green_one_piece_swimsuit,clothing/whole
green_outfit,clothing/whole
green_overalls,clothing/whole
green_pajamas,clothing/whole
green_pants,clothing/bottom
green_pantyhose,clothing/legwear
green_penis,sex/body
green_petals,scene/nature
green_pillow,object/other
green_pseudo_hair,person/hair
green_pubic_hair,sex/body
green_pup_mask,clothing/head
green_pupils,person/eyes
green_pussy,sex/body
green_ribbon,clothing/head
green_robe,clothing/whole
green_room,scene/indoor
green_rope,object/tool
green_sailor_collar,clothing/accessory
green_sandals,clothing/footwear
green_santa_costume,clothing/whole
green_sash,clothing/accessory
green_scarf,clothing/accessory
green_sclera,person/eyes
green_screen,object/tool
green_sheath,object/weapon
green_shirt,clothing/top
green_shoes,clothing/footwear
green_shorts,clothing/bottom
green_skin,person/body
green_skirt,clothing/bottom
green_sky,scene/sky
green_slingshot_swimsuit,clothing/whole
green_slippers,clothing/footwear
green_sneakers,clothing/footwear
green_socks,clothing/legwear
green_sofa,object/other
green_speech_bubble,style/quality
green_spines,person/body
green_sports_bra,clothing/top
green_stockings,clothing/legwear
green_suit,clothing/whole
green_sunglasses,clothing/accessory
green_sweater,clothing/top
green_sweater_vest,clothing/top
green_swimming_trunks,expression/action
green_t_shirt,clothing/top
green_tank_top,clothing/top
green_tattoo,person/body
green_tea,object/food
green_teeth,person/body
green_tentacles,sex/gear
green_text,style/quality
green_thigh_highs,person/body
green_thigh_socks,clothing/legwear
green_thighhighs,clothing/legwear
green_tinted_glasses,clothing/accessory
green_toe_claws,person/body
green_toes,person/body
green_tongue,person/body
green_track_suit,clothing/whole
green_tube_top,clothing/top
green_tunic,clothing/top
green_umbrella,object/tool
green_uniform,clothing/whole
green_upper_jaw,person/body
green_veil,clothing/head
green_vest,clothing/top
green_vulva,sex/body
green_wall,scene/outdoor
green_water,scene/nature
green_wrist_cuffs,person/body
green_wristband,clothing/accessory
greenhouse,scene/indoor
greil_(cosplay),style/medium
grenade,object/weapon
grenade_cartridge,object/weapon
grenade_hair_ornament,clothing/head
grenade_launcher,object/weapon
grenade_pin,object/weapon
grenade_pin_in_mouth,person/body
grey_anus,sex/body
grey_apron,clothing/whole
grey_areola,sex/body
grey_arm_warmers,person/body
grey_armor,clothing/accessory
grey_arms,person/body
grey_back,person/body
grey_background,scene/background
grey_bag,clothing/accessory
grey_balls,object/toy
grey_belly,person/body
grey_belt,clothing/accessory
grey_bikini,clothing/whole
grey_blush,expression/face
grey_bodysuit,clothing/whole
grey_boots,clothing/footwear
grey_border,camera/framing
grey_bow,clothing/head
grey_bowtie,clothing/accessory
grey_bra,clothing/top
grey_bracelet,clothing/accessory
grey_breasts,person/body
grey_bridal_gauntlets,clothing/accessory
grey_butt,person/body
grey_camisole,clothing/top
grey_cape,clothing/top
grey_cardigan,clothing/top
grey_chest,person/body
grey_choker,clothing/accessory
grey_cloak,clothing/top
grey_clothing,clothing/other
grey_coat,clothing/top
grey_collar,clothing/accessory
grey_crop_top,clothing/top
grey_crown,clothing/head
grey_dildo,sex/gear
grey_dress,clothing/whole
grey_dress_shirt,clothing/whole
grey_ear_piercing,person/body
grey_ear_ring,clothing/accessory
grey_ear_tips,person/body
grey_ears,person/body
grey_eyebrows,person/eyes
grey_eyelids,person/eyes
grey_eyes,person/eyes
grey_eyeshadow,person/eyes
grey_face,person/body
grey_facial_hair,person/hair
grey_feather_hair,person/hair
grey_feet,person/body
grey_finger_claws,person/body
grey_fingerless_gloves,clothing/accessory
grey_fingernails,person/body
grey_fingers,person/body
grey_flower,scene/nature
grey_garter_straps,clothing/legwear
grey_glasses,clothing/accessory
grey_gloves,clothing/accessory
grey_goggles,clothing/accessory
grey_hair,person/hair
grey_hairband,clothing/head
grey_hands,person/body
grey_hanfu,clothing/whole
grey_hat,clothing/head
grey_head,person/body
grey_headband,clothing/head
grey_headphones,object/tool
grey_helmet,clothing/head
grey_high_heels,clothing/footwear
grey_hood,clothing/head
grey_hoodie,clothing/top
grey_inner_ear,person/body
grey_inner_ear_fluff,person/body
grey_inner_pussy,sex/body
grey_jacket,clothing/top
grey_jeans,clothing/bottom
grey_jewelry,clothing/accessory
grey_jumpsuit,clothing/whole
grey_kimono,clothing/whole
grey_latex,clothing/other
grey_leg_warmers,person/body
grey_leggings,clothing/bottom
grey_legs,person/body
grey_leotard,clothing/whole
grey_lips,person/body
grey_male_swimwear,person/count
grey_male_underwear,person/count
grey_mask,clothing/head
grey_mouth,person/body
grey_neck,person/body
grey_neckerchief,clothing/accessory
grey_necklace,clothing/accessory
grey_necktie,clothing/accessory
grey_nose,person/body
grey_one_piece_swimsuit,clothing/whole
grey_overalls,clothing/whole
grey_pajamas,clothing/whole
grey_pants,clothing/bottom
grey_pantyhose,clothing/legwear
grey_penis,sex/body
grey_pillow,object/other
grey_pseudo_hair,person/hair
grey_pubic_hair,sex/body
grey_pupils,person/eyes
grey_pussy,sex/body
grey_ribbon,clothing/head
grey_robe,clothing/whole
grey_sailor_collar,clothing/accessory
grey_sandals,clothing/footwear
grey_sash,clothing/accessory
grey_scarf,clothing/accessory
